Date,Open,High,Low,Close
"2018-07-12 03:49:00",6338.2,6338.2,6338.2,6338.2
"2018-07-12 03:53:00",6335.9,6335.9,6335.1,6335.1
"2018-07-12 03:54:00",6335.9,6335.9,6335.9,6335.9
"2018-07-12 03:55:00",6335.1,6335.9,6335.1,6335.9
"2018-07-12 03:56:00",6336,6336,6336,6336
"2018-07-12 03:57:00",6335.9,6336,6335.9,6336
"2018-07-12 03:58:00",6343.6,6343.6,6343.6,6343.6
"2018-07-12 04:00:00",6342.6,6342.6,6342.6,6342.6
"2018-07-12 04:02:00",6342.6,6342.6,6342.6,6342.6
"2018-07-12 04:03:00",6336,6336,6336,6336
"2018-07-12 04:04:00",6336,6336,6335.1,6335.1
"2018-07-12 04:06:00",6332.4,6338.6,6332.4,6338.6
"2018-07-12 04:14:00",6332.7,6334.1,6332.7,6334.1
"2018-07-12 04:15:00",6332.5,6332.5,6332.5,6332.5
"2018-07-12 04:16:00",6332.1,6332.1,6332.1,6332.1
"2018-07-12 04:17:00",6330.4,6331.9,6330.4,6331.9
"2018-07-12 04:18:00",6334.9,6334.9,6333.7,6333.7
"2018-07-12 04:19:00",6332.4,6332.4,6332.4,6332.4
"2018-07-12 04:20:00",6332.3,6332.3,6332.3,6332.3
"2018-07-12 04:21:00",6332.3,6332.3,6332.3,6332.3
"2018-07-12 04:25:00",6331.7,6331.7,6331.7,6331.7
"2018-07-12 04:29:00",6330.6,6330.6,6330.6,6330.6
"2018-07-12 04:33:00",6331.8,6331.8,6331.8,6331.8
"2018-07-12 04:36:00",6335.2,6335.2,6335.2,6335.2
"2018-07-12 04:38:00",6334.4,6334.4,6334.4,6334.4
"2018-07-12 04:39:00",6332.3,6332.3,6332.3,6332.3
"2018-07-12 04:40:00",6333.6,6333.6,6333.6,6333.6
"2018-07-12 04:47:00",6331.9,6331.9,6331.9,6331.9
"2018-07-12 04:49:00",6332.9,6332.9,6332.9,6332.9
"2018-07-12 04:51:00",6331.9,6331.9,6330.5,6330.5
"2018-07-12 04:52:00",6330.5,6330.5,6330.5,6330.5
"2018-07-12 04:53:00",6328.8,6328.8,6328.8,6328.8
"2018-07-12 04:57:00",6328.8,6330.6,6328.8,6330
"2018-07-12 04:58:00",6330.5,6330.5,6328.1,6328.1
"2018-07-12 04:59:00",6325.4,6325.9,6325.4,6325.9
"2018-07-12 05:01:00",6324.5,6324.5,6324.5,6324.5
"2018-07-12 05:02:00",6322.2,6322.2,6322.2,6322.2
"2018-07-12 05:03:00",6320.6,6320.6,6320.6,6320.6
"2018-07-12 05:04:00",6319.4,6319.4,6318,6318.1
"2018-07-12 05:05:00",6318.1,6318.1,6318.1,6318.1
"2018-07-12 05:06:00",6318.1,6318.1,6318,6318
"2018-07-12 05:07:00",6318,6318.1,6318,6318
"2018-07-12 05:08:00",6318,6318.1,6317.9,6318
"2018-07-12 05:09:00",6315.8,6315.8,6308.9,6311.3
"2018-07-12 05:10:00",6312.6,6313.2,6307.8,6309.3
"2018-07-12 05:11:00",6311.5,6316,6311.5,6314.3
"2018-07-12 05:12:00",6314.2,6314.3,6314.2,6314.2
"2018-07-12 05:13:00",6314.6,6314.6,6314.2,6314.3
"2018-07-12 05:14:00",6314.2,6315.8,6314.2,6315.8
"2018-07-12 05:15:00",6314.2,6314.3,6314.2,6314.3
"2018-07-12 05:16:00",6315.7,6315.7,6314.2,6314.3
"2018-07-12 05:17:00",6314.26776168,6314.3,6314.26776168,6314.3
"2018-07-12 05:18:00",6314.2,6314.4,6309.7,6311
"2018-07-12 05:19:00",6310.8,6311.2,6309,6309.1
"2018-07-12 05:20:00",6309,6309.00889086,6301.9,6302
"2018-07-12 05:21:00",6309.7,6309.7,6301.9,6303.9
"2018-07-12 05:22:00",6303.9,6310.9,6303.9,6310.9
"2018-07-12 05:23:00",6310.8,6314.3,6310.3,6314.3
"2018-07-12 05:24:00",6312.5,6318.4,6312.5,6314.3
"2018-07-12 05:25:00",6314.3,6314.8,6314.2,6314.5
"2018-07-12 05:26:00",6314,6315,6314,6314.5
"2018-07-12 05:27:00",6314.5,6314.6,6310.7,6314.6
"2018-07-12 05:28:00",6314.5,6314.8,6312.1,6314.8
"2018-07-12 05:29:00",6315,6315,6314.3,6315
"2018-07-12 05:30:00",6314.9,6317,6314.9,6317
"2018-07-12 05:31:00",6314.9,6317,6314.9,6317
